Year;Week;Index;Product;Sales_packs;Sales_UAH;Penetration;Pricer_per_pack;Brand;Aw_MMI;Internet_insertions;Internet_impressions;Internet_real users;TV_TRP;SOV, %;TRP_category
2018;1;20181;VOLTAREN FORTE, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 2,32 % tube 100 g, #1;1767,02;405352,65;42,97;229,39901642313;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 20 g, #1;3671,11;169041,38;56,05;46,0463946871655;DOLGIT;;183;;;216,47;0,297201933110001;728,36
2018;1;20181;NIMID® FORTE, Kusum Pharm LLC (Ukraine, Kiev), tabs, #10;2273,54;62993,94;21,24;27,7074254246681;NIMID;;0;;;0;0;728,36
2018;1;20181;VOLTAREN®, Novartis Pharma  (Switzerland), sol.  for inj. 75 mg amp. 3 ml, #5;2400,5;565263,09;58,9;235,477229743803;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;DICLAC®, Sandoz  (Switzerland), sol.  for inj. 75 mg amp. 3 ml, #5;1906,99;147038,2;53,17;77,1048615881573;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 15 g;1737,57;127446,06;47,77;73,3472953607624;DEEP RELIEF;;6;;;0;0;728,36
2018;1;20181;DICLAC® GEL, Sandoz  (Switzerland), gel 5 % tube 100 g, #1;1800,06;336820,16;57,06;187,116073908648;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 20 g, #1;950,78;67091,34;31,65;70,5645259681525;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 100 g, #1;1229,51;201879,75;47,71;164,195289180243;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;DEEP HEAT, Delta Medical LLC (Ukraine, Vishneve), cream tube 67 g;796,25;95421,18;37;119,838216640502;DEEP HEAT;;0;;;0;;728,36
2018;1;20181;DOLGIT® GEL, Naturwaren  (Germany), gel tube 50 g;544,09;51951,71;32,35;95,4836699810693;DOLGIT;;183;;;216,47;0,297201933110001;728,36
2018;1;20181;DOLGIT® GEL, Naturwaren  (Germany), gel tube 20 g;1070,29;42725,26;30,98;39,9193302749722;DOLGIT;;183;;;216,47;0,297201933110001;728,36
2018;1;20181;NIMID® FORTE, Kusum Pharm LLC (Ukraine, Kiev), tabs, #100;633,31;167057,01;37,95;263,783944671646;NIMID;;0;;;0;0;728,36
2018;1;20181;FLAMIDASE GEL, Organosyn Life Sciences (India), gel tube 100 g, by box, #1;;;;;FLAMIDASE;;0;;;0;0;728,36
2018;1;20181;DOLGIT® GEL, Naturwaren  (Germany), gel tube 100 g;236,81;34696,47;15,51;146,516067733626;DOLGIT;;183;;;216,47;0,297201933110001;728,36
2018;1;20181;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 75 mg blister, #20;578,23;51615,21;24,6;89,2641509433962;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 150 mg blister, #20;343,71;51902,15;21,62;151,005644293154;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;DICLAC LIPOGEL, Sandoz  (Switzerland), gel 1 % tube 50 g, #1;252,22;30387,9;24,57;120,481722305923;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;VOLTAREN RAPID, Novartis Pharma  (Switzerland), tabs coated w/sugar 50 mg blister, #20;190,21;19039,99;5,33;100,099837022239;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 75 mg blister, #100;135,74;50258,27;15,82;370,253941358479;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 150 mg blister, #100;130,04;85135,74;14,83;654,688864964626;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;1;20181;DEEP HEAT, Delta Medical LLC (Ukraine, Vishneve), cream tube 15 g;253,08;20075,48;19,07;79,3246404299036;DEEP HEAT;;0;;;0;;728,36
2018;1;20181;VOLTAREN®, Novartis Pharma  (Switzerland), tablets gastroresistant 50 mg blister, #20;47,05;7235,36;5,81;153,780233793836;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;VOLTAREN®, Novartis Pharma  (Switzerland), suppository 100 mg strip, #5;78,85;7505,07;7,94;95,1816106531389;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;VOLTAREN®, Novartis Pharma  (Switzerland), tablets gastroresistant 25 mg blister, #30;40,27;5975,81;4,99;148,393593245592;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;VOLTAREN®, Novartis Pharma  (Switzerland), suppository 50 mg strip, #10;36,68;4539,7;6,47;123,764994547437;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;VOLTAREN RETARD, Novartis Pharma  (Switzerland), coat. tabs, prolong. action 75 mg, #20;43,75;12089,29;4,51;276,326628571429;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;VOLTAREN RAPID, Novartis Pharma  (Switzerland), tabs coated w/sugar 25 mg blister, #30;;;0,11;;VOLTAREN;;138;0;0;215,18;0,295430830907793;728,36
2018;1;20181;FLAMIDASE PHYTOPLUS, Organosyn Life Sciences (India), ointment tube 20 g, #1;;;;;FLAMIDASE;;0;;;0;0;728,36
2018;1;20181;DICLAC®, Sandoz  (Switzerland), tabs intest. solub. 50 mg blister, #20;;;;;DICLAC;;257;;;296,71;0,407367235982207;728,36
2018;2;20182;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gel f/ext.applic. 10 mg/g tube 30 g, #1;15123,81;468357,82;84,31;30,9682427906725;NIMID;;392;;;421,34;0,377924081515499;1114,88
2018;2;20182;FLAMIDASE GEL, Organosyn Life Sciences (India), gel tube 40 g, by box, #1;9398,1;613362,11;75,68;65,2644800544791;FLAMIDASE;;0;;;0;0;1114,88
2018;2;20182;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), tabs 100 mg blister, #100;8040,44;1062387,71;82;132,130543850834;NIMID;;392;;;421,34;0,377924081515499;1114,88
2018;2;20182;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 50 g;6285,8;724998,07;77,45;115,33902924051;DEEP RELIEF;;18;;;0;0;1114,88
2018;2;20182;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gel f/ext.applic. 10 mg/g tube 100 g, #1;6608,58;548423,26;70,38;82,9865508172709;NIMID;;392;;;421,34;0,377924081515499;1114,88
2018;2;20182;FLAMIDASE®, Organosyn Life Sciences (India), tabs coated w/film blister, #10;7220,62;419721,08;49,71;58,128121961826;FLAMIDASE;;0;;;0;0;1114,88
2018;2;20182;DICLAC® GEL, Sandoz  (Switzerland), gel 5 % tube 50 g, #1;7290,97;863305,51;79,84;118,407497219163;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 50 g, #1;6238,47;478978,67;63,38;76,7782276744138;DOLGIT;;140;;;200,54;0,179875861079219;1114,88
2018;2;20182;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gran. 100 mg/2 g sachet 2 g, #30;4451,02;592961,79;77,21;133,219304788565;NIMID;;392;;;421,34;0,377924081515499;1114,88
2018;2;20182;VOLTAREN FORTE, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 2,32 % tube 50 g, #1;2855,87;438868,14;53,85;153,672310014111;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 100 g;3190,91;553569,53;60,09;173,483279064593;DEEP RELIEF;;18;;;0;0;1114,88
2018;2;20182;FLAMIDASE®, Organosyn Life Sciences (India), tabs coated w/film blister, #30;1689,7;257181,95;41,51;152,20568740013;FLAMIDASE;;0;;;0;0;1114,88
2018;2;20182;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 50 g, #1;3134,1;390171,9;62,78;124,492485881114;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 100 g, #1;3673,9;462535,15;47,08;125,897588393805;DOLGIT;;140;;;200,54;0,179875861079219;1114,88
2018;2;20182;VOLTAREN FORTE, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 2,32 % tube 100 g, #1;1938,55;444199,94;42,97;229,140305898739;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 20 g, #1;4672,07;215020,99;56,05;46,0226387875182;DOLGIT;;140;;;200,54;0,179875861079219;1114,88
2018;2;20182;NIMID® FORTE, Kusum Pharm LLC (Ukraine, Kiev), tabs, #10;2403,57;66892,94;21,24;27,8306602262468;NIMID;;392;;;421,34;0,377924081515499;1114,88
2018;2;20182;VOLTAREN®, Novartis Pharma  (Switzerland), sol.  for inj. 75 mg amp. 3 ml, #5;2365,2;563390,3;58,9;238,199856248943;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;DICLAC®, Sandoz  (Switzerland), sol.  for inj. 75 mg amp. 3 ml, #5;1858,45;143655,47;53,17;77,2985391051683;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 15 g;1934,17;142194,74;47,77;73,5171882512912;DEEP RELIEF;;18;;;0;0;1114,88
2018;2;20182;DICLAC® GEL, Sandoz  (Switzerland), gel 5 % tube 100 g, #1;2172,59;403615,38;57,06;185,776138157683;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 20 g, #1;1033,82;73316,8;31,65;70,918341684239;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 100 g, #1;1316,16;214769,31;47,71;163,178724471189;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;DEEP HEAT, Delta Medical LLC (Ukraine, Vishneve), cream tube 67 g;920,61;110403,24;37;119,924006908463;DEEP HEAT;;0;;;0;;1114,88
2018;2;20182;DOLGIT® GEL, Naturwaren  (Germany), gel tube 50 g;825,32;79177,81;32,35;95,9358915329811;DOLGIT;;140;;;200,54;0,179875861079219;1114,88
2018;2;20182;DOLGIT® GEL, Naturwaren  (Germany), gel tube 20 g;1257,98;50320,04;30,98;40,0006677371659;DOLGIT;;140;;;200,54;0,179875861079219;1114,88
2018;2;20182;NIMID® FORTE, Kusum Pharm LLC (Ukraine, Kiev), tabs, #100;656,45;175803,78;37,95;267,809856043872;NIMID;;392;;;421,34;0,377924081515499;1114,88
2018;2;20182;FLAMIDASE GEL, Organosyn Life Sciences (India), gel tube 100 g, by box, #1;;;;;FLAMIDASE;;0;;;0;0;1114,88
2018;2;20182;DOLGIT® GEL, Naturwaren  (Germany), gel tube 100 g;210,22;30818,9;15,51;146,603082485016;DOLGIT;;140;;;200,54;0,179875861079219;1114,88
2018;2;20182;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 75 mg blister, #20;531,23;47265,62;24,6;88,9739284302468;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 150 mg blister, #20;405,56;61468,24;21,62;151,563862313838;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;DICLAC LIPOGEL, Sandoz  (Switzerland), gel 1 % tube 50 g, #1;229,31;28054,38;24,57;122,34259299638;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;VOLTAREN RAPID, Novartis Pharma  (Switzerland), tabs coated w/sugar 50 mg blister, #20;207,04;21607,92;5,33;104,365919629057;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 75 mg blister, #100;173,07;64553,36;15,82;372,989888484428;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 150 mg blister, #100;129,98;86534,25;14,83;665,750500076935;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;2;20182;DEEP HEAT, Delta Medical LLC (Ukraine, Vishneve), cream tube 15 g;232,11;18186,12;19,07;78,3512989530826;DEEP HEAT;;0;;;0;;1114,88
2018;2;20182;VOLTAREN®, Novartis Pharma  (Switzerland), tablets gastroresistant 50 mg blister, #20;62,96;10156,35;5,81;161,314326556544;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;VOLTAREN®, Novartis Pharma  (Switzerland), suppository 100 mg strip, #5;111,78;10637;7,94;95,160135981392;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;VOLTAREN®, Novartis Pharma  (Switzerland), tablets gastroresistant 25 mg blister, #30;38,88;5860,85;4,99;150,742026748971;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;VOLTAREN®, Novartis Pharma  (Switzerland), suppository 50 mg strip, #10;56,27;7680,97;6,47;136,502043717789;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;VOLTAREN RETARD, Novartis Pharma  (Switzerland), coat. tabs, prolong. action 75 mg, #20;64,47;17436,59;4,51;270,460524274857;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;VOLTAREN RAPID, Novartis Pharma  (Switzerland), tabs coated w/sugar 25 mg blister, #30;1,71;396,8;0,11;232,046783625731;VOLTAREN;;224;0;0;215,81;0,193572402411022;1114,88
2018;2;20182;FLAMIDASE PHYTOPLUS, Organosyn Life Sciences (India), ointment tube 20 g, #1;;;;;FLAMIDASE;;0;;;0;0;1114,88
2018;2;20182;DICLAC®, Sandoz  (Switzerland), tabs intest. solub. 50 mg blister, #20;;;;;DICLAC;;253;;;277,19;0,24862765499426;1114,88
2018;3;20183;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gel f/ext.applic. 10 mg/g tube 30 g, #1;17404,63;558701,04;84,31;32,1007134308514;NIMID;;325;;;286,91;0,290895265132313;986,3
2018;3;20183;FLAMIDASE GEL, Organosyn Life Sciences (India), gel tube 40 g, by box, #1;11624,45;756765,78;75,68;65,1012116702296;FLAMIDASE;;0;;;0;0;986,3
2018;3;20183;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), tabs 100 mg blister, #100;8839,72;1187847,49;82;134,376144267013;NIMID;;325;;;286,91;0,290895265132313;986,3
2018;3;20183;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 50 g;6638,79;768745,28;77,45;115,795992944497;DEEP RELIEF;;22;;;0;0;986,3
2018;3;20183;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gel f/ext.applic. 10 mg/g tube 100 g, #1;7520,25;634620,1;70,38;84,3881652870583;NIMID;;325;;;286,91;0,290895265132313;986,3
2018;3;20183;FLAMIDASE®, Organosyn Life Sciences (India), tabs coated w/film blister, #10;7292,27;410519,34;49,71;56,2951371795065;FLAMIDASE;;0;;;0;0;986,3
2018;3;20183;DICLAC® GEL, Sandoz  (Switzerland), gel 5 % tube 50 g, #1;7799,93;934099,95;79,84;119,757478592757;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 50 g, #1;6421,14;494793,64;63,38;77,0569774214548;DOLGIT;;138;;;237,49;0,24078880665112;986,3
2018;3;20183;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gran. 100 mg/2 g sachet 2 g, #30;5013,25;669469,65;77,21;133,540048870493;NIMID;;325;;;286,91;0,290895265132313;986,3
2018;3;20183;VOLTAREN FORTE, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 2,32 % tube 50 g, #1;3058,66;470285,74;53,85;153,755481158416;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 100 g;3175,36;546664,41;60,09;172,158246624005;DEEP RELIEF;;22;;;0;0;986,3
2018;3;20183;FLAMIDASE®, Organosyn Life Sciences (India), tabs coated w/film blister, #30;1993,02;309821,39;41,51;155,453226761397;FLAMIDASE;;0;;;0;0;986,3
2018;3;20183;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 50 g, #1;3101,37;386340,9;62,78;124,571044409406;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 100 g, #1;3796,55;481210,77;47,08;126,749488351266;DOLGIT;;138;;;237,49;0,24078880665112;986,3
2018;3;20183;VOLTAREN FORTE, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 2,32 % tube 100 g, #1;1887,51;431432,09;42,97;228,572081737315;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 20 g, #1;5047,28;230944,64;56,05;45,7562568353648;DOLGIT;;138;;;237,49;0,24078880665112;986,3
2018;3;20183;NIMID® FORTE, Kusum Pharm LLC (Ukraine, Kiev), tabs, #10;2482,37;68197,91;21,24;27,4729029113307;NIMID;;325;;;286,91;0,290895265132313;986,3
2018;3;20183;VOLTAREN®, Novartis Pharma  (Switzerland), sol.  for inj. 75 mg amp. 3 ml, #5;2247,56;536303,86;58,9;238,616036946733;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;DICLAC®, Sandoz  (Switzerland), sol.  for inj. 75 mg amp. 3 ml, #5;2049,98;158679,14;53,17;77,405213709402;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 15 g;1770,84;130321,46;47,77;73,5930180027558;DEEP RELIEF;;22;;;0;0;986,3
2018;3;20183;DICLAC® GEL, Sandoz  (Switzerland), gel 5 % tube 100 g, #1;2228,68;412543,87;57,06;185,106821077948;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 20 g, #1;1067,94;75711,35;31,65;70,8947600052437;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;VOLTAREN EMULGEL®, GSK Consumer Healthcare  (Great Britain), emulgel f/ext. applic. 1 % tube 100 g, #1;1509,65;247769,67;47,71;164,123916139503;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;DEEP HEAT, Delta Medical LLC (Ukraine, Vishneve), cream tube 67 g;919,18;110414,02;37;120,122304662852;DEEP HEAT;;0;;;0;;986,3
2018;3;20183;DOLGIT® GEL, Naturwaren  (Germany), gel tube 50 g;804,43;77812,63;32,35;96,7301443257959;DOLGIT;;138;;;237,49;0,24078880665112;986,3
2018;3;20183;DOLGIT® GEL, Naturwaren  (Germany), gel tube 20 g;1511,53;61533,66;30,98;40,7095194934934;DOLGIT;;138;;;237,49;0,24078880665112;986,3
2018;3;20183;NIMID® FORTE, Kusum Pharm LLC (Ukraine, Kiev), tabs, #100;632,55;167442,8;37,95;264,710773851869;NIMID;;325;;;286,91;0,290895265132313;986,3
2018;3;20183;FLAMIDASE GEL, Organosyn Life Sciences (India), gel tube 100 g, by box, #1;;;;;FLAMIDASE;;0;;;0;0;986,3
2018;3;20183;DOLGIT® GEL, Naturwaren  (Germany), gel tube 100 g;326,65;47375,33;15,51;145,033920097964;DOLGIT;;138;;;237,49;0,24078880665112;986,3
2018;3;20183;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 75 mg blister, #20;593,63;52383,28;24,6;88,2423058133854;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 150 mg blister, #20;360,56;54464,92;21,62;151,056467716885;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;DICLAC LIPOGEL, Sandoz  (Switzerland), gel 1 % tube 50 g, #1;273,77;32978,54;24,57;120,460751725901;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;VOLTAREN RAPID, Novartis Pharma  (Switzerland), tabs coated w/sugar 50 mg blister, #20;192,93;19409,03;5,33;100,601409837765;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 75 mg blister, #100;152,8;56382,65;15,82;368,99640052356;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;DICLAC ID, Sandoz  (Switzerland), tabs w/modified release 150 mg blister, #100;149,17;98967,75;14,83;663,4561238855;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;3;20183;DEEP HEAT, Delta Medical LLC (Ukraine, Vishneve), cream tube 15 g;230,03;18121,49;19,07;78,7788114593749;DEEP HEAT;;0;;;0;;986,3
2018;3;20183;VOLTAREN®, Novartis Pharma  (Switzerland), tablets gastroresistant 50 mg blister, #20;50,64;8140,55;5,81;160,753357030016;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;VOLTAREN®, Novartis Pharma  (Switzerland), suppository 100 mg strip, #5;138,04;13101,5;7,94;94,9108953926398;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;VOLTAREN®, Novartis Pharma  (Switzerland), tablets gastroresistant 25 mg blister, #30;49,11;8708,1;4,99;177,31826511912;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;VOLTAREN®, Novartis Pharma  (Switzerland), suppository 50 mg strip, #10;41,37;5109,42;6,47;123,505438723713;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;VOLTAREN RETARD, Novartis Pharma  (Switzerland), coat. tabs, prolong. action 75 mg, #20;55,65;14637,46;4,51;263,027133872417;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;VOLTAREN RAPID, Novartis Pharma  (Switzerland), tabs coated w/sugar 25 mg blister, #30;;;0,11;;VOLTAREN;;176;0;0;185,95;0,18853290074014;986,3
2018;3;20183;FLAMIDASE PHYTOPLUS, Organosyn Life Sciences (India), ointment tube 20 g, #1;;;;;FLAMIDASE;;0;;;0;0;986,3
2018;3;20183;DICLAC®, Sandoz  (Switzerland), tabs intest. solub. 50 mg blister, #20;;;;;DICLAC;;252;;;275,95;0,279783027476427;986,3
2018;4;20184;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gel f/ext.applic. 10 mg/g tube 30 g, #1;19462,71;637970,69;84,31;32,7791294223672;NIMID;;346;;;297,1;0,388584433080032;764,57
2018;4;20184;FLAMIDASE GEL, Organosyn Life Sciences (India), gel tube 40 g, by box, #1;12040,78;781587,62;75,68;64,9117100387184;FLAMIDASE;;0;;;0;0;764,57
2018;4;20184;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), tabs 100 mg blister, #100;9594,66;1306703,64;82;136,190718587214;NIMID;;346;;;297,1;0,388584433080032;764,57
2018;4;20184;DEEP RELIEF, Delta Medical LLC (Ukraine, Vishneve), gel tube 50 g;6603,79;772394,8;77,45;116,962350407872;DEEP RELIEF;;19;;;0,16;0,000209267954536537;764,57
2018;4;20184;NIMID®, Kusum Pharm LLC (Ukraine, Kiev), gel f/ext.applic. 10 mg/g tube 100 g, #1;8291,35;710621,58;70,38;85,7063783340469;NIMID;;346;;;297,1;0,388584433080032;764,57
2018;4;20184;FLAMIDASE®, Organosyn Life Sciences (India), tabs coated w/film blister, #10;6568,52;369023,26;49,71;56,1805794912705;FLAMIDASE;;0;;;0;0;764,57
2018;4;20184;DICLAC® GEL, Sandoz  (Switzerland), gel 5 % tube 50 g, #1;7621,92;906404,72;79,84;118,920786363541;DICLAC;;17;;;0;0;764,57
2018;4;20184;DOLGIT® CREAM, Naturwaren  (Germany), cream tube 50 g, #1;7336,83;563374,29;63,38;76,7871533073548;DOLGIT;;176;;;261,48;0,341996154701335;764,57
